issue_num,issue_title,option_num,option_text,Civil Rights,Economy,Political Freedom,Wealth Gaps,Death Rate,Compassion,Eco-Friendliness,Social Conservatism,Nudity,Industry: Automobile Manufacturing,Industry: Cheese Exports,Industry: Basket Weaving,Industry: Information Technology,Industry: Pizza Delivery,Industry: Trout Fishing,Industry: Arms Manufacturing,Sector: Agriculture,Industry: Beverage Sales,Industry: Timber Woodchipping,Industry: Mining,Industry: Insurance,Industry: Furniture Restoration,Industry: Retail,Industry: Book Publishing,Industry: Gambling,Sector: Manufacturing,Government Size,Welfare,Public Healthcare,Law Enforcement,Business Subsidization,Religiousness,Income Equality,Niceness,Rudeness,Intelligence,Ignorance,Political Apathy,Health,Cheerfulness,Weather,Compliance,Safety,Lifespan,Ideological Radicality,Defense Forces,Pacifism,Economic Freedom,Taxation,Freedom From Taxation,Corruption,Integrity,Authoritarianism,Employment,Public Transport,Tourism,Weaponization,Recreational Drug Use,Obesity,Secularism,Environmental Beauty,Charmlessness,Averageness,Human Development Index,Primitiveness,Scientific Advancement,Inclusiveness,Average Income,Average Income of Poor,Average Income of Rich,Public Education,Crime,Foreign Aid,Average Disposable Income,Patriotism,Food Quality,Accessibility,Youth Rebelliousness,Culture,policy_adds,policy_removes,policy_sometimes_adds,policy_sometimes_removes,notability_adds,notability_removes,notability_sometimes_adds,notability_sometimes_removes
299,#299 Some Like It Hot; Others Don't,3,3. surfers ride tsunamis of record height and toxicity,,0.312,,1.7534,0.7934,,-105.2585,,,4.3722,-20.4284,-8.7212,0.7624,3.7262,-46.3059,-16.3499,-20.925,-7.6362,-7.4163,-30.4719,4.6484,-10.8788,-35.6857,0.7334,4.2839,-20.6981,-0.0237,1.1097,-10.1571,-17.6901,-26.8144,,-1.2237,-0.0015,3.8515,,,,0.002,-0.0017,-3.9825,-0.1286,-0.116,-0.2072,-0.3343,-3.828,-0.0615,2.4539,-0.0664,0.7188,,,-109.1588,0.1293,-1.9505,-7.5912,0.0102,0.0008,0.1292,,-16.9686,2.5282,0.3343,0.0071,,,,-442.0602,-2448.8533,9867.979,-8.25,0.0691,0.2354,39.2207,,-0.1058,-0.3323,,,,,,,,,"barren, inhospitable landscape|hatred of cheese may add or remove notability: punitive income tax rates|spontaneously combusting cars",stringent health and safety legislation
299,#299 Some Like It Hot; Others Don't,4,4. the state has declared war on the environment and environmentalists by association,-0.7925,0.886,-1.2537,1.8378,0.4024,,-114.3494,0.7095,-0.5048,61.1023,22.3475,80.8653,46.5769,49.9028,-131.7816,89.7012,-1.6299,52.0042,80.9237,65.3438,64.7056,83.1581,28.3575,51.2504,60.9691,231.4228,0.0418,4.0993,-12.4616,215.2116,-44.2174,,-1.4158,,0.5192,-0.2336,0.246,,,,-11.9646,0.3597,0.0708,-0.1282,-0.1796,-3.9163,0.2262,2.5307,-0.1888,0.7204,2.2342,-0.4716,-112.9632,0.0979,0.383,-20.1123,-0.0235,-0.7441,0.1828,,-47.9094,6.7848,0.1796,0.1674,0.0901,1.4063,-0.0001,840.5132,-1608.7164,12580.3569,-13.2376,-0.1665,3.6729,702.2873,0.0136,-0.2015,-0.3975,-0.0027,-0.0027,Capital Punishment,Public Protest,No Dissent,,"barren, inhospitable landscape|frequent executions may add or remove notability: hatred of cheese may add or remove notability: punitive income tax rates",,restrictive gun laws|spontaneously combusting cars,absence of drug laws|stringent health and safety legislation
300,#300 Trafficked Tots Trouble,1,"1. vets have been drafted in to help ""fix"" those who fail the parental license exam",-2.3813,,,,-0.2446,-0.0001,1.8772,2.0185,-0.5136,1.5407,3.4351,3.4447,12.9215,0.8467,2.3414,28.0257,5.5163,2.6756,5.1596,4.6241,13.1741,4.2535,2.5337,1.9984,-11.3553,33.0116,0.0199,1.1616,2.7185,77.4561,5.0852,,,-0.1065,0.0003,-0.2625,0.1953,,-0.0,-0.3413,-0.9949,0.4798,-0.0752,0.0882,0.6031,8.0735,0.1096,,0.0816,-0.3494,1.0712,-0.3422,100.6212,-0.2091,1.1018,2.7353,-0.0395,-1.1241,0.0046,,,-0.7568,-0.6031,0.0298,0.0003,,0.0,177.0303,81.2077,437.8486,4.1801,-0.175,0.3872,-50.1372,0.0293,0.0024,-0.0919,,,,,,,,,punitive income tax rates|restrictive gun laws,
300,#300 Trafficked Tots Trouble,2,2. the national Police Academies have dedicated infant wings,-1.1307,,,0.0023,-0.2132,,-3.0239,0.9834,-0.3041,-1.0509,-1.8379,-2.9745,-13.6783,-3.427,-2.1048,-13.6929,-3.5089,-1.1045,-1.7115,-3.6017,7.8991,-2.0495,-4.5298,-4.2308,-29.6703,-17.7182,0.0368,-2.0746,-4.0799,133.3223,-5.701,,-0.0002,-0.0778,0.0039,-0.0871,0.0974,,,-0.2814,-0.9858,0.6618,0.4286,0.0651,0.2237,-7.2425,0.3025,0.0012,0.1085,-0.6817,,,49.5193,0.0058,-2.0314,5.1243,-0.0327,-0.8426,0.0003,,,-1.6809,-0.2237,0.0218,,,,-11.543,-10.3169,41.344,-5.7212,-0.1998,-0.4923,-143.9727,0.0148,0.0027,-0.0332,,,,,,,,,punitive income tax rates|restrictive gun laws,
300,#300 Trafficked Tots Trouble,3,3. prospective parents are cheering on the streets as they no longer need a license to have children,2.7171,,,,0.0133,,1.8307,-2.4017,0.6046,0.2965,0.4068,1.1551,3.4456,0.2918,0.5308,1.2039,0.9022,0.6567,1.043,2.6148,0.3738,1.0736,2.0068,1.4007,2.0835,2.6553,-0.0337,1.3638,2.9336,3.9605,4.0698,,,,-0.0006,0.2089,-0.2423,,,,-0.0044,-0.0504,-0.0071,-0.0022,-0.5129,3.1332,-0.0551,,-0.0924,0.6465,,,-105.9329,0.0122,0.9971,0.1803,0.004,1.1313,,,,-0.1908,0.5129,-0.0005,-0.0015,0.0014,,-103.9944,-56.5678,-215.4537,3.7551,0.0148,0.4262,112.5687,-0.0336,,0.0308,,,,Parental Licensing,,,,parental licensing program|remarkably easy parental licensing program,,punitive income tax rates|restrictive gun laws
301,#301 Are 'Friends' Electric?,1,1. environmentalists are staging large protests in front of reopened nuclear power plants,,0.0349,,0.0532,0.0472,,-15.1575,,,22.9815,46.1211,61.5071,3.9767,17.5175,38.7293,15.9131,42.7095,26.8462,25.474,115.4858,24.3315,54.6603,18.81,69.0611,20.0238,100.1026,,-12.0591,-20.6314,-23.4446,-29.6146,,-0.3629,,0.5844,0.0768,-0.0195,,,,-1.9829,-0.0161,-0.0006,-0.0086,-0.1291,-20.2285,-0.0132,0.5254,-0.1711,1.0744,,,-17.1311,0.1114,-8.4196,-0.7791,0.0026,-0.1196,0.0079,,-8.7794,0.2295,0.1291,0.0126,-14.8188,15.6384,,533.5077,-127.8179,2171.1368,-31.0425,0.0026,-4.0981,399.2198,,0.0332,0.1472,,,Nuclear Power,No Nuclear Power,,,sprawling nuclear power plants,conspicuous electricity pylons,"barren, inhospitable landscape",hatred of cheese|punitive income tax rates
301,#301 Are 'Friends' Electric?,2,2. the government has invited tenders from other nations to run the country's infrastructure,,0.0527,,0.0744,0.1116,,14.5116,,,-29.0864,-44.2347,-80.6529,-55.1062,-24.9884,-21.2127,-43.2833,-38.7973,-39.2696,-37.88,-38.0298,-19.7278,-73.7422,-43.8047,-69.532,-67.4218,-152.6949,,11.1391,20.0793,19.7318,25.6502,,-0.5342,,0.8709,-0.064,0.0213,,,,,-0.0273,-0.0018,-0.0209,-0.18,7.2073,-0.0013,0.7847,0.07,-0.5969,,,-33.9636,0.0116,6.4307,-0.1736,0.0004,0.1169,0.0173,,0.4233,0.0507,0.18,-0.0024,-0.4087,-0.67,,-635.8611,-1253.2696,936.2889,23.0304,0.006,3.7178,-176.5593,,0.0298,-0.1289,,,,,,,,,,
301,#301 Are 'Friends' Electric?,3,3. the country is at the forefront of a 'peacekeeping' mission to secure power plants in war-torn Maxtopia,,,,,0.0544,,-16.8081,,,33.74,49.2986,71.4469,35.0075,28.1858,30.2614,303.3908,44.6307,40.6451,41.891,21.2388,24.298,62.5259,20.6564,50.7971,69.9266,408.2654,0.0198,-9.2888,-31.7271,-39.2722,-56.409,,,,,0.0388,-0.0244,,,,,,-0.1364,-0.0122,-0.0002,-30.9485,0.0371,,-0.1156,0.6622,0.9398,-0.1158,,-0.0458,-10.1693,0.1944,0.0127,-0.1122,0.0002,,-0.2912,0.0303,0.0002,-0.0039,0.1686,0.7393,,832.4947,511.6608,1423.9661,-33.4159,,96.1807,399.0131,,0.0288,0.0992,,,,,,,,,,hatred of cheese|punitive income tax rates
302,#302 Delivering Mayhem in Thirty Minutes or Less!,1,"1. many feel that the government's ban on cars to combat reckless driving was ""a tad excessive""",-0.9732,-1.7216,0.0086,-1.2266,-1.6707,,81.4307,0.8875,-0.8757,-2527.3068,107.2081,26.9984,45.5447,-988.8808,359.4593,93.3863,112.2962,-38.2995,39.7802,69.241,1.7237,38.4468,42.4174,3.2646,16.6826,-2405.7954,0.2002,-3.4892,19.3829,38.268,76.2256,,1.4535,,-1.678,-0.145,0.1589,,0.4142,,11.988,0.1841,0.4668,0.5621,0.2803,28.2671,0.4641,-2.6757,1.8715,-4.0141,-0.0066,0.0004,89.4884,-1.1905,426.8912,47.6546,-0.0147,-4.8477,-5.1875,,82.8516,-3.4896,-0.2803,-0.1728,25.5478,-25.8421,,-1423.6889,548.8329,-10257.7665,20.3816,-0.1468,-2.0735,-2219.187,0.0193,1.7186,-2.2015,,0.012,No Automobiles,,,,ban on automobiles,clockwork self-driving vehicles|spontaneously combusting cars|unlimited-speed roads,exploding hoverboards|restrictive gun laws|stringent health and safety legislation,"absence of drug laws|barren, inhospitable landscape|deadly medical pandemics|hatred of cheese may add or remove notability: punitive income tax rates"
302,#302 Delivering Mayhem in Thirty Minutes or Less!,2,2. businesses have become paranoid as waves of lawsuits sweep the nation,0.0036,-0.5035,,-0.2358,-0.5177,0.006,0.6852,-0.0027,0.0007,1.7655,0.424,2.2115,9.0947,-493.2281,0.305,4.8058,1.7217,-37.4846,0.6351,4.2396,1.0882,1.7342,2.3113,1.7523,-6.1161,8.7846,0.0006,0.5739,1.7289,2.6123,2.4542,-0.3118,0.43,0.0043,-0.3734,0.0016,-0.0001,,0.2628,0.0014,1.003,0.0496,0.3899,0.3583,0.0154,1.8966,0.0805,-0.6181,0.2688,-0.4695,,,11.4992,-0.1065,0.6502,1.5233,-0.0023,-0.0507,-0.253,0.0023,0.0032,-0.0956,-0.0154,-0.0028,-0.0275,0.0236,0.005,-482.6132,27.2805,-2231.6036,2.0223,-0.035,0.0754,-507.2384,-0.0,0.4094,5.6464,,,,,,,,,punitive income tax rates|stringent health and safety legislation,deadly medical pandemics|spontaneously combusting cars
302,#302 Delivering Mayhem in Thirty Minutes or Less!,3,3. city rooftops are pockmarked with the shattered remains of high velocity delivery drones,-0.0128,0.1863,-0.0005,0.8108,0.7965,-0.0005,-3.4977,0.0191,-0.0409,-17.372,-12.5654,-16.046,202.6732,206.3056,-9.6618,217.5283,-18.5641,21.3324,-18.4005,-27.0635,197.2362,-15.2748,-37.7119,-22.1236,-15.2812,184.0092,0.0011,-5.1338,-9.1228,-13.1724,-15.1489,0.2576,-0.2802,0.0008,0.5299,0.0651,-0.0436,0.0032,-0.172,0.0009,-0.9964,-0.0347,-0.0736,-0.2713,0.0208,-17.1498,-0.4196,0.5182,-0.2954,0.7874,0.0055,-0.0032,-10.2712,0.1658,-4.0642,-0.6503,0.0122,-0.1444,0.2329,-0.0012,-0.0001,0.0424,-0.0208,-0.0237,-5.4468,4.8809,0.0017,486.0743,-114.68,3643.5935,-13.4134,0.023,-0.7742,645.5149,-0.0015,-0.2032,0.039,0.0018,0.0054,,,,,,,deadly medical pandemics|spontaneously combusting cars,punitive income tax rates
302,#302 Delivering Mayhem in Thirty Minutes or Less!,4,4/5. legions of police officers force people to move into massive urban apartments,-1.3218,0.7454,,-2.902,-0.4825,,-4.0959,1.2519,-1.0688,70.5196,64.1717,79.9412,53.5571,63.0206,46.0396,79.8177,43.7246,66.2547,78.159,66.2228,95.837,84.1615,52.27,63.7833,86.525,230.0692,0.0822,-5.6862,-12.8024,52.8972,123.7039,,0.4493,-0.1787,-1.1853,-0.0939,0.1017,,,-0.3373,-0.9817,0.2817,-0.1883,0.1958,-0.0768,-15.1657,0.4351,-1.1209,-0.1491,0.0283,1.382,-0.2866,60.2461,-0.2562,-3.8631,1.2631,-0.0177,-5.6793,-0.053,,-0.5088,0.0002,0.0768,0.3545,0.0434,1.472,,1476.6894,1184.5724,-2376.7615,-14.8705,-0.1449,-0.449,1037.8802,0.0247,-0.141,-0.8512,,,,,,,,,restrictive gun laws,absence of drug laws|hatred of cheese|punitive income tax rates|spontaneously combusting cars
303,#303 Digital Revolution Requires Re-Evaluation,1,1. only toddlers and the elderly watch television before 23:00,-0.6624,-0.0544,,-0.1111,-0.1581,,-0.0676,0.5658,-0.1517,-0.1129,-0.2791,1.1742,1.1301,0.2156,-1.0293,3.9851,0.0962,-36.3572,1.3648,3.5272,0.0509,0.9697,3.2672,0.6137,-5.4234,5.0455,,-0.3396,0.5938,1.2892,2.2468,,0.1747,,-0.7542,-0.0627,0.0494,,,,,0.1899,0.0908,0.0622,0.2504,0.9407,0.0866,-0.3397,0.0221,-0.0885,,,39.6028,-0.0749,0.036,1.1935,-0.0061,-0.2121,-0.0089,,,-0.2033,-0.2504,0.001,,,,-20.0561,265.9324,-1239.0153,0.553,-0.0407,-0.2298,-41.0678,0.0073,-0.0994,2.0023,-0.9962,,,,,,,smutty television,punitive income tax rates|stringent health and safety legislation,spontaneously combusting cars
303,#303 Digital Revolution Requires Re-Evaluation,2,2/3. Saturday morning cartoons feature full frontal nudity,0.2677,0.1115,,0.1602,0.1597,0.0011,1.3043,-0.2594,0.0812,-2.3376,-0.3295,0.1528,-3.9442,0.051,2.9005,-3.1219,-0.0245,41.8316,-0.4149,-2.0869,0.2064,-0.4854,-4.31,0.6366,7.3281,-5.3067,0.0004,2.3956,1.3074,0.9377,-1.2404,,-0.321,0.0009,1.8515,0.0297,-0.0119,,0.0005,,0.009,-0.2047,-0.206,-0.0401,-0.0962,0.1437,-0.1225,0.4958,-0.0229,0.1295,0.0,0.0,-15.214,0.073,1.2336,-1.4344,0.0173,0.1458,0.0155,,0.0473,0.2583,0.0962,0.0267,0.0002,0.0002,0.0025,49.2968,-372.1476,1437.684,2.0354,0.0703,0.9939,57.4299,-0.004,0.1125,-3.142,0.9892,0.0018,,,,,,,exploding hoverboards|spontaneously combusting cars,punitive income tax rates|stringent health and safety legislation
303,#303 Digital Revolution Requires Re-Evaluation,3,4. almost all the visible space on TV screens is taken up by advertising,-0.253,0.0658,,0.4893,0.2758,,-3.6107,0.2565,-28.2544,-0.3967,-0.743,-35.9442,-10.3258,-1.0247,2.9681,-25.6323,-2.1258,-6.7396,-8.3465,-24.9453,-0.3402,-7.8477,249.1535,-26.4319,-3.4216,-61.9698,,-1.8288,-9.8589,-16.3325,-21.0709,,-0.3704,,1.2874,-0.0463,0.0289,,,,,-0.0377,-0.0104,-0.0511,-0.1054,-8.5477,-0.0175,0.8179,-0.0402,0.2909,,,-25.6656,0.0689,-2.8596,-1.6191,0.0016,-0.1151,0.0361,,,1.2025,0.1054,0.0189,-0.2835,,,-8.3607,-794.6372,4797.2807,-9.5847,0.0139,-0.3284,113.0477,0.0032,-0.2377,,,,,Nudism,Prudism,,,,restrictive gun laws|suspicion of poets,enforced nudity|museums and concert halls
303,#303 Digital Revolution Requires Re-Evaluation,4,"5. children spout ""@@SLOGAN@@"" involuntarily throughout the day",-1.6467,,-2.5815,,-0.1666,,0.6197,1.3754,-0.3235,0.693,0.5237,1.1146,3.6743,0.5326,0.2802,4.9871,0.7625,-30.439,1.886,3.0077,0.227,1.3993,5.0076,1.0875,-42.3923,6.7948,,0.3999,1.3241,1.6392,2.6365,,,,-6.0744,-0.272,0.4437,0.857,,,,0.5291,-0.4411,0.0518,1.063,1.7419,0.1087,,0.0124,-0.0557,2.1955,-0.4298,171.1128,-0.0585,0.5516,1.7669,-0.037,-0.3314,-0.0045,,,-0.7244,-1.063,0.017,,,,-31.2757,-13.6622,-82.9608,1.2986,-0.1549,0.1691,-24.2963,-0.5627,,,-2.9706,,,,,,,,restrictive gun laws,
304,"#304 Time for Paternity Leave, Say Dads",1,1. many working fathers have never seen their children,-0.4125,0.1277,,1.6492,1.2161,-0.1125,-13.9309,0.3568,-0.09,44.2545,46.9397,73.2993,15.0484,26.2841,27.9729,31.2128,38.3108,44.1641,62.1357,36.9859,29.0898,79.6438,27.2626,48.3984,83.855,148.45,,-7.9461,-30.3344,-51.1802,-58.6353,,-5.3486,-0.0609,1.5182,0.0152,-0.0047,,,,,-0.4743,-0.1823,-0.4189,-0.1328,-37.126,-0.2539,1.0408,-0.4142,2.094,,,-34.3521,0.1874,-9.2946,-3.9861,0.033,-0.2391,0.0357,,-0.3419,1.3947,0.1328,-0.0912,0.2669,0.9622,-1.1195,533.3796,-9884.1391,41536.62,-35.9635,0.1532,-2.2961,801.1123,0.0042,-0.2537,-1.0877,,,,,,,,,restrictive gun laws,hatred of cheese|punitive income tax rates
304,"#304 Time for Paternity Leave, Say Dads",2,2. companies struggle to cover for the hordes of employees on parental leave,0.7113,-0.0821,,-0.3829,-0.6968,0.1938,14.6486,-0.622,0.1644,-29.3547,-47.6178,-68.1002,-25.5019,-13.808,-42.503,-37.049,-46.5217,-29.7778,-38.1968,-24.8552,-22.2295,-56.2321,-26.2267,-67.5873,-40.673,-134.1457,0.0172,14.8075,22.3463,24.8683,34.1903,,3.3405,0.1425,-0.8702,-0.0113,-0.0406,,0.0005,,0.0027,0.2432,0.0402,0.1763,-0.0235,16.4898,0.2619,-0.547,0.3322,-1.72,,,-10.7191,-0.1509,8.5495,1.3005,-0.0121,0.5525,-0.0123,,0.5249,-0.4285,0.0235,0.0286,-0.0828,-0.7762,1.2915,-487.1297,4193.2041,-13184.008,30.79,-0.0632,4.171,-524.5644,-0.0098,0.4687,2.0614,,,,,,,,,hatred of cheese|punitive income tax rates|stringent health and safety legislation,
304,"#304 Time for Paternity Leave, Say Dads",3,3. unstable couples are known to break up over which one gets parental leave,0.3153,-0.0685,,-0.6429,-0.4167,0.2072,-0.4415,-0.2811,0.079,-0.066,-0.5675,0.1167,-1.5412,5.1507,-1.6878,-8.6467,0.2276,0.6469,1.4749,3.6113,0.0252,0.773,4.6272,-0.2085,-6.3287,-8.5942,,-1.2408,0.1777,1.5132,2.3146,,2.1196,0.139,-0.6998,0.0313,-0.025,,,,,0.1801,0.0263,0.1628,0.0258,1.0971,0.2896,-0.3821,0.0642,-0.417,,,1.3307,-0.1071,-0.259,1.5764,-0.0099,0.2494,-0.0103,,,-0.3154,-0.0258,0.0321,,,,-1.0795,3360.3387,-13625.736,-0.6742,-0.0489,-0.422,-99.3302,-0.0034,-0.0712,0.7959,,,,,,,,,punitive income tax rates,restrictive gun laws
304,"#304 Time for Paternity Leave, Say Dads",4,4/5. most mothers are forced to quit their jobs to care for infants,,0.1054,,5.0461,4.6352,-0.1279,-14.886,,,50.68,48.1971,67.1815,29.5005,25.3802,15.3174,61.2186,31.2407,75.9132,58.2257,21.9054,23.8578,74.6478,13.9119,37.0005,132.4299,178.7815,,-9.8882,-39.733,-59.6085,-81.2155,,-8.1145,-0.0679,2.5789,0.0214,-0.0388,,-0.0289,-0.224,,-0.8206,-0.1182,-1.3779,-0.3735,-31.0845,-0.1564,1.5733,-0.3245,2.5023,,,-83.5436,0.1255,-11.239,-3.7147,0.0696,-0.1766,0.2466,,-0.2188,2.9194,0.3735,-0.4022,0.2703,1.2686,,408.8888,-15208.9239,68160.0106,-35.1377,0.3621,-3.1191,612.9555,,0.024,-0.9093,,,,Maternity Leave,,,,labour-free parental leave,deadly medical pandemics,hatred of cheese|punitive income tax rates
304,"#304 Time for Paternity Leave, Say Dads",5,6. mandatory daycare is provided by the government,,0.2862,,2.3467,1.259,,-16.5711,,,33.372,49.3717,73.2899,12.3393,18.1324,41.6901,31.2598,41.2974,41.9404,49.6881,30.0713,24.7651,66.8176,24.4949,51.1208,59.1493,137.6157,0.0857,179.9562,-31.8745,-41.1574,-54.2939,,-8.8752,0.0008,2.4235,0.2224,-0.1784,,,0.0024,0.0052,-0.2189,-0.0214,-0.3074,-0.3116,-31.444,-0.1111,1.5107,-0.1957,0.982,,,-57.5016,0.1296,-10.5612,-0.3955,0.0105,-0.2323,0.0381,,-0.4578,0.2591,0.3116,0.0597,-0.3221,1.5318,,816.8542,-13441.5223,46340.4479,99.0258,0.0438,-2.2474,497.9373,,0.3058,-0.5941,,,,Maternity Leave,,,,labour-free parental leave,"barren, inhospitable landscape|devotion to social welfare",complete absence of social welfare|complete lack of public education|hatred of cheese|punitive income tax rates
305,#305 Who's Occupying What?,1,1. former school buses now regularly shuttle kids to the nearest shopping centers to work,-2.1042,1.1915,,2.5241,0.1594,-0.9091,6.2713,1.9044,-1.9696,19.5574,17.5416,19.486,23.4049,-152.6745,24.4846,104.7217,16.621,12.0439,19.9004,17.1819,17.0809,17.1004,9.6414,15.709,25.362,143.7512,0.0004,11.6783,12.5668,16.5456,2.0156,,-1.1667,-0.6594,1.7978,-0.3455,0.3674,,0.0,,-0.011,-0.207,-0.3368,0.0198,0.0386,19.4903,-0.3816,2.3576,-0.075,0.3824,,,-33.4543,1.3354,8.7481,-5.9322,-0.0059,-3.4963,0.0457,,-0.2345,0.558,-0.0386,0.282,-0.0083,0.008,,390.1251,-1016.9889,8755.5188,14.758,0.1098,2.9582,361.175,0.0472,0.8149,-3.3582,,,Child Labor,Free Tertiary Education,,,,,restrictive gun laws|spontaneously combusting cars,absence of drug laws may add or remove notability: punitive income tax rates|stringent health and safety legislation
305,#305 Who's Occupying What?,2,2. millions of devastated 7-year-olds are denied astronaut and ballerina training,-2.4357,-1.2333,0.1453,-0.8252,-0.1262,-1.5642,-13.6994,2.2076,-2.6468,34.1333,23.6902,62.5049,29.7707,-116.2133,-11.8434,162.6031,27.4765,45.1164,58.0562,51.3378,18.6463,69.3327,53.2641,38.0173,91.8572,258.881,0.0009,-25.9484,-30.9595,-44.3015,-24.7506,,1.3668,-1.1499,-1.1733,-0.2467,0.1823,,,,-0.0058,-0.0823,-0.892,0.0042,0.3395,-45.0768,-0.9942,-2.3731,-0.3985,0.6256,1.4651,-0.1969,145.4015,-0.0102,-16.2783,-4.6005,-0.0151,-3.0089,-0.1145,,-0.6952,0.8965,-0.3395,-0.2894,0.0999,1.5927,,507.2795,1787.6323,-7088.3081,-40.1334,0.0164,-5.3581,383.0958,0.0622,-0.3245,-5.048,,0.0058,Child Labor,,,,,,"barren, inhospitable landscape|restrictive gun laws",absence of drug laws|hatred of cheese|punitive income tax rates|spontaneously combusting cars
305,#305 Who's Occupying What?,3,3. businesses are forced to bring all work back within the nation's borders,,-3.9551,,-1.5641,-0.2759,0.0016,-17.8113,,,-94.4995,-111.9029,-157.0297,-146.7459,-173.7308,-145.3422,-109.4627,-117.8338,-67.3174,-107.3387,-107.3234,-104.8096,-119.3637,-49.0913,-163.847,-107.2861,-360.6361,-0.0802,-43.3163,-33.9903,-26.8068,-203.1059,,6.2174,0.0002,-1.8629,-0.095,0.0591,,,,-0.0028,0.5037,0.8819,-0.0851,0.2921,-26.298,0.642,-2.316,0.4687,-0.5289,,,42.2269,-0.2221,-18.8259,8.2482,-0.0205,-0.6525,-0.0812,,0.8322,-0.4489,-0.2921,-1.0507,-0.0197,-1.3429,,-2922.0201,3393.0366,-23607.9434,-47.4398,-0.2268,-9.6406,-2106.5557,,-0.7474,-1.0553,,,,,,,,,hatred of cheese|punitive income tax rates|stringent health and safety legislation,"barren, inhospitable landscape|spontaneously combusting cars"
305,#305 Who's Occupying What?,4,4. the military is blowing up any threat to employment within the nation,-0.003,-0.4965,,-0.7325,-0.1663,-0.0021,9.2083,0.003,,-57.955,-66.0427,-83.9576,-45.3994,-93.2486,-54.8152,-55.6147,-58.9387,-47.1839,-77.1013,-68.9141,-55.3549,-79.1071,-52.2468,-66.4486,-77.1146,-197.2037,0.2194,6.795,18.6032,28.8817,29.3206,,0.5947,-0.0024,-0.9408,-0.0681,0.0856,,,,-0.0108,0.0923,0.2036,0.0378,-0.0839,622.9154,-2.0484,-1.1482,1.4111,-3.6746,,,39.5109,-0.2533,8.4766,1.3019,-0.0078,-0.2071,-0.055,,0.7679,-0.2637,0.0839,-0.1231,-0.0731,-1.5486,0.0026,-582.807,460.0982,-5975.9496,23.2662,-0.0603,0.8913,-1625.3095,0.4689,-0.3321,-0.0123,,,,,,,,,hatred of cheese|punitive income tax rates|restrictive gun laws,"barren, inhospitable landscape|spontaneously combusting cars"
306,#306 A Matter of Trust,1,1. politicians have to be granted day-release from prison to speak on bills,,-0.0,,-0.0003,-0.0002,0.0024,-4.8506,,,-4.9515,-9.8927,-9.1555,-34.9397,-0.8854,-5.0206,-63.8744,-15.0757,-3.791,-14.0592,-9.4096,-1.8874,-13.2247,-2.7958,-4.9072,-12.3746,-77.9818,0.0233,-3.0417,-7.9533,50.9772,-12.4728,,0.0013,0.0024,-0.0062,0.0006,-0.0,,,,,0.1262,1.5586,-0.0038,-0.0,-16.4761,0.0964,-0.0025,0.097,-0.3385,-1.5663,0.4337,0.0549,0.3104,-2.9567,2.3327,-0.004,-0.0639,-0.0001,,-0.0037,-0.1295,0.0,-0.0008,-0.0064,0.0058,,-268.2526,-126.083,-563.6848,-12.1291,-0.0261,-1.1192,-210.0608,,-0.0011,0.0305,,,,,,,,,punitive income tax rates,
306,#306 A Matter of Trust,2,2. many politicians are having to do a hard day's work for the first time in their careers,,,,,-0.0076,0.0092,-3.5394,,,-1.1569,-2.1694,-4.4213,-10.5197,-1.5156,-2.6041,-13.3148,-4.0724,-1.7777,-2.8916,-5.3673,-1.2593,-3.6514,-6.0739,-4.9184,-20.7631,-18.8929,0.0183,-2.4346,-5.0905,62.8381,-6.9222,,,0.0036,-0.0028,-0.0003,,,,,0.0068,0.1373,1.0804,-0.0066,,-5.7063,0.0595,,0.0673,-0.3426,-1.4212,0.312,,0.198,-2.2961,1.5125,-0.0067,-0.0802,,,,-0.3304,,-0.0022,-0.0025,,,-83.0199,-50.3343,-144.6395,-6.491,-0.0299,-0.9831,-125.9248,,-0.018,0.0413,,-0.0068,,,,,,,punitive income tax rates,
306,#306 A Matter of Trust,3,3. the Father of the House has been in office just shy of a fortnight,,,-1.4544,,0.0145,,-1.3264,,,-1.4082,-1.2904,-2.9911,-4.1603,-0.8526,-1.3288,-7.1527,-1.4826,-1.0468,-2.1156,-3.0681,-0.9568,-1.7219,-3.6668,-2.4375,-5.7565,-11.552,,-1.1663,-2.3139,-3.4875,-3.3257,,,,-1.6055,-0.1726,0.1659,-1.0126,,,,-0.0318,0.4318,-0.0086,0.0606,-3.2994,-0.0214,,0.0014,-0.0035,-0.387,0.0571,35.9872,0.1173,-1.0427,-0.0682,0.0018,-0.192,,,,0.0505,-0.0606,-0.0027,,,,-71.7823,-44.9353,-119.7188,-3.1504,0.0111,-0.4631,-30.9225,0.5068,,,,,,,Term Limits,,,,,
